Artlfd,PL-AT,Artikelname,AG-ID,Pfad,Online-Artikelname,Produktname,Kurztext,Vorteile,Anwendungsbereiche,Einsatzbereiche,Anwendung,Nutzenargumentation,youtube-Film
5208920,07201315080,"Schraubendreher TX 15 x 80mm mit 2-Komponenten-Griff, - Gambit Tools",10504,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|TX-Schraubendreher,Schraubendreher / TX 15,TX-Schraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol für Identifikation, Aufhängeloch an allen.

Robust aus Chrom-Molybdän-Vanadium-Stahl.",
5208922,07201320090,"Schraubendreher TX 20 x 90mm mit 2-Komponenten-Griff, - Gambit Tools",10504,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|TX-Schraubendreher,Schraubendreher / TX 20,TX-Schraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol für Identifikation, Aufhängeloch an allen.

Robust aus Chrom-Molybdän-Vanadium-Stahl.",
5208924,07201325090,"Schraubendreher TX 25 x 90mm mit 2-Komponenten-Griff, - Gambit Tools",10504,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|TX-Schraubendreher,Schraubendreher / TX 25,TX-Schraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol für Identifikation, Aufhängeloch an allen.

Robust aus Chrom-Molybdän-Vanadium-Stahl.",
5208926,07201327110,"Schraubendreher TX 27 x 110mm mit 2-Komponenten-Griff, - Gambit Tools",10504,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|TX-Schraubendreher,Schraubendreher / TX 27,TX-Schraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol für Identifikation, Aufhängeloch an allen.

Robust aus Chrom-Molybdän-Vanadium-Stahl.",
5208928,07201330110,"Schraubendreher TX 30 x 110mm mit 2-Komponenten-Griff, - Gambit Tools",10504,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|TX-Schraubendreher,Schraubendreher / TX 30,TX-Schraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol für Identifikation, Aufhängeloch an allen.

Robust aus Chrom-Molybdän-Vanadium-Stahl.",
5209172,G820005,STS Schweißtrenn-Spray ohne Dichlormethan 500 ml,9696,Produkte entdecken|Technische Sprays|Schweißplatzchemie|STS Schweißtrenn-Spray,STS Schweißtrenn-Spray / 500 ml,STS Schweißtrenn-Spray,ohne Dichlormethan,,"• Silikon- und dichlormethanfreies Schweißtrenn-Spray zum Einsatz bei Elektro- und Schutzgasschweißungen

• Schützt Metalloberflächen vor Schweißspritzern und verhindert das Anhaften und Festbrennen von Schweißperlen auf dem Werkstück

• Beeinträchtigt nicht die Schweißnaht, so dass eine Nachbehandlung zum Entfernen der Schweißperlen oder aufwendiges Entfetten der Oberflächen überflüssig ist

• Einsetzbar auf Stahl, Aluminium und Nirosta

• Besprühte Teile können problemlos überlackiert werden

• Bestens geeignet als Montagehilfe für Schlauchverbindungen 

• Erleichtert das Entformen von Spritzteilen aus Thermo- und Duroplasten",,,"Schweißtrenn-Spray ohne Silikon oder Dichlormethan.

Schützt Metall vor Spritzern, verhindert Anhaften von Schweißperlen.

Keine Beeinträchtigung der Naht, spart Entfettung.",
5209424,CO5905,Profi-Ausglasungswerkzeug,11751,Produkte entdecken|Kfz-Werkzeuge / Kfz-Zubehör|Werkstattausrüstung|Profi-Ausglasungswerkzeug,Profi-Ausglasungswerkzeug,Profi-Ausglasungswerkzeug ,,,"• Zum professionellen Ausbau von geklebten Autoscheiben

• Leichte Bedienung ermöglicht die Anwendung ohne zweiten Mitarbeiter

• 150 mm ø Sauger mit Vakuum-Handpumpe sorgen für festen Sitz auf der Scheibe

• Max. 50 kg Saugkraft je Sauger",,,"Professioneller Ausbau von geklebten Autoscheiben.

Ein-Mann-Bedienung.

150 mm ø Sauger, Vakuum-Handpumpe für festen Sitz auf der Scheibe.",
5209946,tp.1050110012,"Handschuh UltraGrip, schwarz Gr. 12, Latexbeschichtung",4835,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|UltraGrip,UltraGrip / Größe: 12,UltraGrip,Nahtloses Feinstrick mit schrumpfgerauter Latex-Beschichtung,,"• Der Handschuh-Allrounder

• Ein gutes Tastempfinden bei sehr hoher Griffigkeit ermöglicht ermüdungsfreies Arbeiten

• Das Feinstrickgewebe passt sich jeder Hand an und garantiert eine exzellente Passform

• Vor allem dort geeignet, wo es auf einen sicheren Griff ankommt","• Umgang mit leicht feuchten Materialien

• Gerüstbau, Bandarbeiten, Logistik, Handwerksbetriebe, Automobilindustrie, Verpackungsindustrie, Montagearbeiten",,"Handschuh-Allrounder

Gutes Tastempfinden, hohe Griffigkeit für ermüdungsfreies Arbeiten

Das Feinstrickgewebe passt sich jeder Hand an und garantiert eine exzellente Passform",
5210820,46006503,Profi 300 Compact Schutzgasschweißanlage inkl. Zubehörset 3m mit Fahrwagen,7481,Produkte entdecken|Schweißtechnik|MIG/MAG-Schweißgeräte|Profi 300 Compact,Profi 300 Compact / inkl. Zubehörset (3 m) / Version: Deutschland,Profi 300 Compact,Kompakte MIG/MAG-Schweißanlage mit stufenloser Regelung,,"• Kompakte MIG/MAG-Schutzgasschweißanlage mit WIG- und Elektroden-Schweißfunktion

• Integrierte HAC-Funktion sorgt in allen Lichtbogenbereichen für optimale Schweißbedingungen, tiefen Einbrand im Material und spritzerarmes Schweißen

• Umfassende Programmanwahl für Stahl, Edelstahl, Aluminium und CuSi3 (MIG-Löten) und Fülldrähte

• Optimale Synchronisierung der Schweißparameter durch Einhandbedienung

• Individuelle Schweißparameter in Job-Funktion abrufbar

• Intelligente Steuerung für 2-Takt-, 4-Takt- und Bi-Level-Funktion

• Konstanter Transport des Schweißdrahtes durch einen hochwertigen 4-Rollen-Antrieb

• Sicherung gegen Überbeanspruchung durch Überlastungsschutz

• Zertifizierter WPS-Katalog nach DIN EN 1090 zur Erstellung einer WPS optional erhältlich (siehe „Optionales Zubehör“)

• Geschützte Elektronik durch innovative Kühlung","• Maschinenbau

• Schiffbau

• Karosserie- und Fahrzeugbau

• Metall-, Stahl- und Edelstahlbau

• Chemieanlagenbau

• Klima- und Lüftungsbau

• Montage",,"Kompakte MIG/MAG/WIG/Elektroden-Anlage.

Integrierte HAC-Funktion für optimales Schweißen.

Programme für Stahl, Edelstahl, Aluminium, CuSi3, Fülldrähte.",
5210822,46006504,Profi 300 Compact Schutzgasschweißanlage inkl. Zubehörset 4m mit Fahrwagen,7481,Produkte entdecken|Schweißtechnik|MIG/MAG-Schweißgeräte|Profi 300 Compact,Profi 300 Compact / inkl. Zubehörset (4 m) / Version: Deutschland,Profi 300 Compact,Kompakte MIG/MAG-Schweißanlage mit stufenloser Regelung,,"• Kompakte MIG/MAG-Schutzgasschweißanlage mit WIG- und Elektroden-Schweißfunktion

• Integrierte HAC-Funktion sorgt in allen Lichtbogenbereichen für optimale Schweißbedingungen, tiefen Einbrand im Material und spritzerarmes Schweißen

• Umfassende Programmanwahl für Stahl, Edelstahl, Aluminium und CuSi3 (MIG-Löten) und Fülldrähte

• Optimale Synchronisierung der Schweißparameter durch Einhandbedienung

• Individuelle Schweißparameter in Job-Funktion abrufbar

• Intelligente Steuerung für 2-Takt-, 4-Takt- und Bi-Level-Funktion

• Konstanter Transport des Schweißdrahtes durch einen hochwertigen 4-Rollen-Antrieb

• Sicherung gegen Überbeanspruchung durch Überlastungsschutz

• Zertifizierter WPS-Katalog nach DIN EN 1090 zur Erstellung einer WPS optional erhältlich (siehe „Optionales Zubehör“)

• Geschützte Elektronik durch innovative Kühlung","• Maschinenbau

• Schiffbau

• Karosserie- und Fahrzeugbau

• Metall-, Stahl- und Edelstahlbau

• Chemieanlagenbau

• Klima- und Lüftungsbau

• Montage",,"Kompakte MIG/MAG/WIG/Elektroden-Anlage.

Integrierte HAC-Funktion für optimales Schweißen.

Programme für Stahl, Edelstahl, Aluminium, CuSi3, Fülldrähte.",
5210824,46006505,Profi 300 Compact Schutzgasschweißanlage inkl. Zubehörset 5m mit Fahrwagen,7481,Produkte entdecken|Schweißtechnik|MIG/MAG-Schweißgeräte|Profi 300 Compact,Profi 300 Compact / inkl. Zubehörset (5 m) / Version: Deutschland,Profi 300 Compact,Kompakte MIG/MAG-Schweißanlage mit stufenloser Regelung,,"• Kompakte MIG/MAG-Schutzgasschweißanlage mit WIG- und Elektroden-Schweißfunktion

• Integrierte HAC-Funktion sorgt in allen Lichtbogenbereichen für optimale Schweißbedingungen, tiefen Einbrand im Material und spritzerarmes Schweißen

• Umfassende Programmanwahl für Stahl, Edelstahl, Aluminium und CuSi3 (MIG-Löten) und Fülldrähte

• Optimale Synchronisierung der Schweißparameter durch Einhandbedienung

• Individuelle Schweißparameter in Job-Funktion abrufbar

• Intelligente Steuerung für 2-Takt-, 4-Takt- und Bi-Level-Funktion

• Konstanter Transport des Schweißdrahtes durch einen hochwertigen 4-Rollen-Antrieb

• Sicherung gegen Überbeanspruchung durch Überlastungsschutz

• Zertifizierter WPS-Katalog nach DIN EN 1090 zur Erstellung einer WPS optional erhältlich (siehe „Optionales Zubehör“)

• Geschützte Elektronik durch innovative Kühlung","• Maschinenbau

• Schiffbau

• Karosserie- und Fahrzeugbau

• Metall-, Stahl- und Edelstahlbau

• Chemieanlagenbau

• Klima- und Lüftungsbau

• Montage",,"Kompakte MIG/MAG/WIG/Elektroden-Anlage.

Integrierte HAC-Funktion für optimales Schweißen.

Programme für Stahl, Edelstahl, Aluminium, CuSi3, Fülldrähte.",
5210826,46006513,Profi 300 Compact / MULTI-PULS inkl. Zubehörset 3m mit Fahrwagen,7484,Produkte entdecken|Schweißtechnik|MIG/MAG-Schweißgeräte|Profi 300 Compact MULTI-PULS,Profi 300 Compact MULTI-PULS / inkl. Zubehörset (3 m) / Version: Deutschland,Profi 300 Compact MULTI-PULS,Kompakte MIG/MAG-PULS-Anlage mit WIG- und E-Hand-Schweißfunktion,,"• MIG/MAG-Schutzgasschweißanlage mit Puls-, Multipuls-, WIG- und E-Hand-Funktion

• Benutzerfreundliche, stufenlose Einknopfbedienung (Synergic-Reglung)

• Schneller Zugriff auf umfangreiche Kennlinienauswahl

• Spezielles Dünnblechprogramm

• Intelligente Steuerung mit Jobfunktion (50 Speicherplätze)

• Schnittstelle für automatisierte Anwendungen

• Zertifizierter WPS-Katalog nach DIN EN 1090 zur Erstellung einer WPS optional erhältlich (siehe „Optionales Zubehör“)

• Zukunftssicher: update- und upgradefähig","• Maschinenbau

• Behälter- und Anlagenbau

• Fahrzeugbau

• Schiffbau

• Stahlbau",,"MIG/MAG-Schweißanlage mit Puls, Multipuls, WIG und E-Hand.

Einfache, stufenlose Einknopfbedienung (Synergic-Regelung).

Schneller Zugriff auf viele Kennlinien.",
5210828,46006514,Profi 300 Compact / MULTI-PULS inkl. Zubehörset 4m mit Fahrwagen,7484,Produkte entdecken|Schweißtechnik|MIG/MAG-Schweißgeräte|Profi 300 Compact MULTI-PULS,Profi 300 Compact MULTI-PULS / inkl. Zubehörset (4 m) / Version: Deutschland,Profi 300 Compact MULTI-PULS,Kompakte MIG/MAG-PULS-Anlage mit WIG- und E-Hand-Schweißfunktion,,"• MIG/MAG-Schutzgasschweißanlage mit Puls-, Multipuls-, WIG- und E-Hand-Funktion

• Benutzerfreundliche, stufenlose Einknopfbedienung (Synergic-Reglung)

• Schneller Zugriff auf umfangreiche Kennlinienauswahl

• Spezielles Dünnblechprogramm

• Intelligente Steuerung mit Jobfunktion (50 Speicherplätze)

• Schnittstelle für automatisierte Anwendungen

• Zertifizierter WPS-Katalog nach DIN EN 1090 zur Erstellung einer WPS optional erhältlich (siehe „Optionales Zubehör“)

• Zukunftssicher: update- und upgradefähig","• Maschinenbau

• Behälter- und Anlagenbau

• Fahrzeugbau

• Schiffbau

• Stahlbau",,"MIG/MAG-Schweißanlage mit Puls, Multipuls, WIG und E-Hand.

Einfache, stufenlose Einknopfbedienung (Synergic-Regelung).

Schneller Zugriff auf viele Kennlinien.",
5210830,46006515,Profi 300 Compact / MULTI-PULS inkl. Zubehörset 5m mit Fahrwagen,7484,Produkte entdecken|Schweißtechnik|MIG/MAG-Schweißgeräte|Profi 300 Compact MULTI-PULS,Profi 300 Compact MULTI-PULS / inkl. Zubehörset (5 m) / Version: Deutschland,Profi 300 Compact MULTI-PULS,Kompakte MIG/MAG-PULS-Anlage mit WIG- und E-Hand-Schweißfunktion,,"• MIG/MAG-Schutzgasschweißanlage mit Puls-, Multipuls-, WIG- und E-Hand-Funktion

• Benutzerfreundliche, stufenlose Einknopfbedienung (Synergic-Reglung)

• Schneller Zugriff auf umfangreiche Kennlinienauswahl

• Spezielles Dünnblechprogramm

• Intelligente Steuerung mit Jobfunktion (50 Speicherplätze)

• Schnittstelle für automatisierte Anwendungen

• Zertifizierter WPS-Katalog nach DIN EN 1090 zur Erstellung einer WPS optional erhältlich (siehe „Optionales Zubehör“)

• Zukunftssicher: update- und upgradefähig","• Maschinenbau

• Behälter- und Anlagenbau

• Fahrzeugbau

• Schiffbau

• Stahlbau",,"MIG/MAG-Schweißanlage mit Puls, Multipuls, WIG und E-Hand.

Einfache, stufenlose Einknopfbedienung (Synergic-Regelung).

Schneller Zugriff auf viele Kennlinien.",
5214634,122002,"Ultima X 2,50 x 300 mm EN ISO 3581-A: E 29 9 R 3 2",9179,Produkte entdecken|Schweißzusatzwerkstoffe|Hitzebeständige Stähle|Ultima X,"Ultima X / ø 2,50 mm / Länge: 300 mm",Ultima X,29/9 Universal-Reparaturelektrode,"• Universelle Spezial-Elektrode für alle anfallenden Reparaturen, auch zur Werkzeugreparatur geeignet

• Einsetzbar für unterschiedliche Stahlkombinationen, auch für unbekannte Stähle und Stahlguss

• Risssichere, korrosionsbeständige Schweißnähte, auch bei extremer Beanspruchung hitze- und zunderbeständig","• Spritzerfreies und feinschuppiges Nahtaussehen

• Als Pufferlage vor Hartauftragungen und Auftragsschweißungen

• Gute Zünd- und Wiederzündeigenschaften

• Extrem hitzebeständig bis +1000 °C

• Zwischenlagentemperatur < +250 °C",,,"Universelle Elektrode für Reparaturen, auch Werkzeuge.

Einsetzbar für verschiedene Stähle, Stahlguss.

Hitze- und beanspruchungsbeständige Schweißnähte.",
5214638,122003,Ultima X 3.25 x 350 mm EN ISO 3581-A: E 29 9 R 3 2,9179,Produkte entdecken|Schweißzusatzwerkstoffe|Hitzebeständige Stähle|Ultima X,"Ultima X / ø 3,25 mm / Länge: 350 mm",Ultima X,29/9 Universal-Reparaturelektrode,"• Universelle Spezial-Elektrode für alle anfallenden Reparaturen, auch zur Werkzeugreparatur geeignet

• Einsetzbar für unterschiedliche Stahlkombinationen, auch für unbekannte Stähle und Stahlguss

• Risssichere, korrosionsbeständige Schweißnähte, auch bei extremer Beanspruchung hitze- und zunderbeständig","• Spritzerfreies und feinschuppiges Nahtaussehen

• Als Pufferlage vor Hartauftragungen und Auftragsschweißungen

• Gute Zünd- und Wiederzündeigenschaften

• Extrem hitzebeständig bis +1000 °C

• Zwischenlagentemperatur < +250 °C",,,"Universelle Elektrode für Reparaturen, auch Werkzeuge.

Einsetzbar für verschiedene Stähle, Stahlguss.

Hitze- und beanspruchungsbeständige Schweißnähte.",
5214866,072020,"Schraubendrehersatz mit 2K-Griff 7-teilig, - Gambit Tools -",10181,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|Schraubendrehersatz 7-teilig,Schraubendrehersatz / 7-tlg.,Schraubendrehersatz 7-teilig,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Schraubendrehersatz mit 4 Schlitz- und 2 Phillips-Schraubendrehern sowie 1 Spannungsprüfer

• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubendrehersatz: 4 Schlitz, 2 Phillips, 1 Spannungsprüfer.

Schraubensymbol am Griff für Identifikation.

Alle mit Aufhängeloch.",
5215006,430200,Schwerer Gleithammer 5kg Grundgerät mit Gelenkstück,9471,Produkte entdecken|Kfz-Werkzeuge / Kfz-Zubehör|Karosserieinstandsetzung|Gleithammer-Grundgeräte,Gleithammer-Grundgeräte / Gewicht: 5 kg,Gleithammer-Grundgeräte,,,"• Ideal geeignet als gefühl- oder kraftvoller Antrieb für oben abgebildete Vorsatzteile

• Im Unterschied zu anderen Gleithämmern auf dem Markt ist der Griff nicht aufgeschraubt, sondern aufgegossen

• Der integrierte Handschutz ist extra groß, um schmerzhaften Quetschungen an der Hand vorzubeugen",,,"Perfekt als Antrieb für gezeigte Vorsatzteile.

Griff gegossen, nicht geschraubt wie Konkurrenz.

Großer Handschutz verhindert Quetschungen effektiv.",
5215008,430201,Schwerer Gleithammer 9kg Grundgerät mit Gelenkstück,9471,Produkte entdecken|Kfz-Werkzeuge / Kfz-Zubehör|Karosserieinstandsetzung|Gleithammer-Grundgeräte,Gleithammer-Grundgeräte / Gewicht: 9 kg,Gleithammer-Grundgeräte,,,"• Ideal geeignet als gefühl- oder kraftvoller Antrieb für oben abgebildete Vorsatzteile

• Im Unterschied zu anderen Gleithämmern auf dem Markt ist der Griff nicht aufgeschraubt, sondern aufgegossen

• Der integrierte Handschutz ist extra groß, um schmerzhaften Quetschungen an der Hand vorzubeugen",,,"Perfekt als Antrieb für gezeigte Vorsatzteile.

Griff gegossen, nicht geschraubt wie Konkurrenz.

Großer Handschutz verhindert Quetschungen effektiv.",
5215020,430207,Practi-Haken gesenkgeschmiedet mit Mutterschraube,9478,Produkte entdecken|Kfz-Werkzeuge / Kfz-Zubehör|Karosserieinstandsetzung|Practi-Haken,Practi-Haken,Practi-Haken,gesenkgeschmiedet,,"• Der zentrale Haken für das Gleithammer-System

• Gefertigt aus geschmiedetem, hochwertigem, vergütetem Stahl, mit Mutter und Schraube

• Passend an jedes Kettenende, unabhängig des Fabrikats

• Für alle klassischen Klammern, ob über Kugelbund, Triangel mit Zugkette oder Gleithammer 

• Gesamtgewicht: 0,9 kg",,,"Zentraler Haken für Gleithammer-System. Aus geschmiedetem, vergütetem Stahl, passend für Kettenende aller Marken mit Mutter & Schraube.",
5215024,430209,Universal-Haken gesenkgeschmiedet,9479,Produkte entdecken|Kfz-Werkzeuge / Kfz-Zubehör|Karosserieinstandsetzung|Universal-Zughaken,Universal-Zughaken,Universal-Zughaken,gesenkgeschmiedet,,"• Passend für alle Ringösen-Werkzeuge

• Einsetzbar in Kombination mit Gleithämmern oder an Zugketten geeignet zum Ziehen an Zugklemmen, Zugösen, etc.

• Kompatibel zu Gleithammer-Grundgeräten 5 kg oder 9 kg

• In Verbindung mit TECHNOLIT®-Gelenkstücken ist der Einfach-Haken auch adaptierbar auf Gleithämmer anderer Hersteller (auf Anfrage)",,,"Für alle Ringösen-Werkzeuge geeignet.

Nutzbar mit Gleithämmern oder Zugketten zum Ziehen von Klemmen, Ösen, etc.

Kompatibel mit 5 kg & 9 kg Gleithammer-Grundgeräten.",
5215040,430218,Mini Bite Klammer mit Halsnutenkopf,9481,Produkte entdecken|Kfz-Werkzeuge / Kfz-Zubehör|Karosserieinstandsetzung|Mini-Bite-Klammer,Mini-Bite-Klammer,Mini-Bite-Klammer,mit Halsnutenkopf,,"• Klammer mit automatischer Selbstspannung über den Konus

• Schmale, spitze Form gelangt perfekt in enge, versteckte Stellen

• Klemmschraube sitzt versenkt im Klammernkörper und sperrt diesen, so dass eine echte Einhandklemmung möglich ist

• Die Verbindung zu Zughämmern bzw. -ketten erfolgt über den Practi-Haken

• Der Halsnutenkopf der Klemme wird zwischen die zwei Klauen des Hakens gelegt

• Backenbreite: 30 mm

• Gesamtgewicht: 0,9 kg",,,"Automatische Selbstspannung via Konus.

Schlanke, spitze Form für Enge.

Versenkte Klemmschraube ermöglicht Einhandklemmung.",
5215078,073886,"Druckluftpistole, extra lang, NV 1.000 mm inkl. Stecknippel, - Gambit Too",7296,Produkte entdecken|Werkzeuge und Zubehör|Druckluft-Werkzeuge und Zubehör|Druckluft-Pistolen / -Pressen|Druckluft-Pistolen,Druckluft-Pistole / Rohrlänge: 1.000 mm,Druckluft-Pistolen,Ideal zum Einsatz an schwer zugänglichen Stellen,"• Hervorragend zum Ausblasen von Hohlräumen oder schwer zugänglichen Stellen sowie zur Reinigung von verschmutzten Arbeitsgeräten

• Geräuscharm mit sehr hoher Ausblaskraft

• Stufenlose Regulierung der Luftmenge am Abzugsgriff

• Selbst bei Kälte gegenüber Metall isolierend",,"• Metallindustrie

• Autowerkstätten

• Holzverarbeitungsindustrie

• Landwirtschaft",,"Ideal für Hohlräume, schwer erreichbare Stellen und Gerätereinigung.

Leise, hohe Ausblaskraft.

Luftmengenregulierung am Griff.",
5215080,073887,"Druckluftpistole, lang, NV 300 mm inkl. Stecknippel, - Gambit Tools",7296,Produkte entdecken|Werkzeuge und Zubehör|Druckluft-Werkzeuge und Zubehör|Druckluft-Pistolen / -Pressen|Druckluft-Pistolen,Druckluft-Pistole / Rohrlänge: 300 mm,Druckluft-Pistolen,Ideal zum Einsatz an schwer zugänglichen Stellen,"• Hervorragend zum Ausblasen von Hohlräumen oder schwer zugänglichen Stellen sowie zur Reinigung von verschmutzten Arbeitsgeräten

• Geräuscharm mit sehr hoher Ausblaskraft

• Stufenlose Regulierung der Luftmenge am Abzugsgriff

• Selbst bei Kälte gegenüber Metall isolierend",,"• Metallindustrie

• Autowerkstätten

• Holzverarbeitungsindustrie

• Landwirtschaft",,"Ideal für Hohlräume, schwer erreichbare Stellen und Gerätereinigung.

Leise, hohe Ausblaskraft.

Luftmengenregulierung am Griff.",
5215082,073888,"Druckluftpistole, kurz, NV 105 mm inkl. Stecknippel, - Gambit Tools",7296,Produkte entdecken|Werkzeuge und Zubehör|Druckluft-Werkzeuge und Zubehör|Druckluft-Pistolen / -Pressen|Druckluft-Pistolen,Druckluft-Pistole / Rohrlänge: 105 mm,Druckluft-Pistolen,Ideal zum Einsatz an schwer zugänglichen Stellen,"• Hervorragend zum Ausblasen von Hohlräumen oder schwer zugänglichen Stellen sowie zur Reinigung von verschmutzten Arbeitsgeräten

• Geräuscharm mit sehr hoher Ausblaskraft

• Stufenlose Regulierung der Luftmenge am Abzugsgriff

• Selbst bei Kälte gegenüber Metall isolierend",,"• Metallindustrie

• Autowerkstätten

• Holzverarbeitungsindustrie

• Landwirtschaft",,"Ideal für Hohlräume, schwer erreichbare Stellen und Gerätereinigung.

Leise, hohe Ausblaskraft.

Luftmengenregulierung am Griff.",
5215084,073889,"Druckluftpistole, kurz, NV 105 mm geräuscharm, inkl. Stecknippel",7296,Produkte entdecken|Werkzeuge und Zubehör|Druckluft-Werkzeuge und Zubehör|Druckluft-Pistolen / -Pressen|Druckluft-Pistolen,Druckluft-Pistole / Rohrlänge: 105 mm (geräuscharm),Druckluft-Pistolen,Ideal zum Einsatz an schwer zugänglichen Stellen,"• Hervorragend zum Ausblasen von Hohlräumen oder schwer zugänglichen Stellen sowie zur Reinigung von verschmutzten Arbeitsgeräten

• Geräuscharm mit sehr hoher Ausblaskraft

• Stufenlose Regulierung der Luftmenge am Abzugsgriff

• Selbst bei Kälte gegenüber Metall isolierend",,"• Metallindustrie

• Autowerkstätten

• Holzverarbeitungsindustrie

• Landwirtschaft",,"Ideal für Hohlräume, schwer erreichbare Stellen und Gerätereinigung.

Leise, hohe Ausblaskraft.

Luftmengenregulierung am Griff.",
5215222,07201415,"Schraubendreher SL 3.5 x 100mm, SH mit 2-Komponenten-Griff, - Gambit Tools",10125,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|Schlitzschraubendreher,"Schraubendreher / SL 3,5",Schlitzschraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN- und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol am Griffende zur Identifikation.

Schraubendreher mit Aufhängeloch.

Robuste, langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl.",
